gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid
MvSl-1064-A1-R4_A1g00003	MvSl-1064-A1-R4_A1	aMAT	2563	6967	4.92496040428043	1.24071577576901	0.115422995868264	-1.12529277990075	0.000323711719234844	0.732763149637561	0.00106982031290006	0.000914777113961243	0.892708482911505	0.00257931068122368
MvSl-1064-A1-R4_A1g00004	MvSl-1064-A1-R4_A1	aMAT	7783	9967	6.55781996456525	-1.14608355760983	0.000521716624739259	1.14660527423457	5.6994827253774e-07	0.998166019694822	5.42038115879427e-07	2.7549822366922e-06	0.999379031722539	2.45107354778963e-06
MvSl-1064-A1-R4_A1g00006	MvSl-1064-A1-R4_A1	aMAT	11416	12757	8.06678585683395	-1.79196450128671	0.110564925960639	1.90252942724735	6.51827067866306e-11	0.67848629486127	4.77150419204964e-12	6.13648625319851e-10	0.865814573176523	4.59710710900689e-11
MvSl-1064-A1-R4_A1g00010	MvSl-1064-A1-R4_A1	aMAT	23065	24689	2.76492657236179	-1.90044796934676	0.758926751652229	2.65937472099899	3.50583533516288e-06	0.0686412820278528	3.02288106487012e-10	1.47218276499936e-05	0.224644290985029	2.3056465529507e-09
MvSl-1064-A1-R4_A1g00011	MvSl-1064-A1-R4_A1	aMAT	25010	25687	1.57841132577701	-0.886390225829734	0.751372710297885	1.63776293612762	0.0582559312035924	0.119474285647693	0.000620453801248344	0.0939719125240716	0.330258197323112	0.00157543946194192
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	31145	31816	2.90934713364005	-2.19121414872565	0.460758980054109	2.65197312877976	0.00130809550565351	0.487878791930204	0.000130725006047717	0.00322886049558639	0.742482230571441	0.000383560903764229
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31867	32715	2.90937420668368	-1.74319319646035	1.06404567858936	2.8072388750497	0.0267863716960439	0.173372152876447	0.000615472593205141	0.0475715566323021	0.419530901146555	0.00156399655111383
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	32832	32999	0.582756722085635	-1.25209378659624	1.24716944701757	2.49926323361381	0.0703476343698788	0.0863956850165033	0.000606447190342303	0.110413840226461	0.264594463001774	0.00154528265303225
MvSl-1064-A1-R4_A1g00017	MvSl-1064-A1-R4_A1	aMAT	34162	36492	0.893662092708396	-1.06276068342993	-0.104116470386396	0.958644213043532	0.0260690143995546	0.830417456086324	0.0401051515381941	0.0464980525693968	0.939302843029269	0.0660402170506495
MvSl-1064-A1-R4_A1g00019	MvSl-1064-A1-R4_A1	aMAT	37961	39396	1.47902141190997	1.64220367747505	-0.706360962307174	-2.34856463978223	0.000135690131613721	0.0656488978386027	2.66408775604073e-08	0.000415777108184016	0.217837984268072	1.48145580471792e-07
MvSl-1064-A1-R4_A1g00020	MvSl-1064-A1-R4_A1	aMAT	39845	40120	1.61241519968366	1.90994626174054	-0.324178606734525	-2.23412486847506	0.000180994001749331	0.486525464170704	1.10327870830366e-05	0.000539543337542863	0.741669452164907	3.95571636981564e-05
MvSl-1064-A1-R4_A1g00021	MvSl-1064-A1-R4_A1	aMAT	40219	40570	5.03763251551737	1.85199921696558	0.0242290781514198	-1.82777013881416	4.39780643401809e-09	0.936153806890631	6.55131883939066e-09	3.09411506051735e-08	0.978323077874994	3.99258857752014e-08
MvSl-1064-A1-R4_A1g00023	MvSl-1064-A1-R4_A1	aMAT	42439	44564	1.49311219421701	0.303411952003487	-1.30071179636815	-1.60412374837164	0.524575660801209	0.00459014968416954	0.000554198664241175	0.608618592373233	0.03007363066643	0.00142403269977229
MvSl-1064-A1-R4_A1g00024	MvSl-1064-A1-R4_A1	aMAT	44670	45575	0.531832736005936	2.48326900066694	-7.1385668564011	-9.62183585706804	0.221467740176757	1.29461437068779e-17	2.92809259297605e-20	0.29639975787263	1.20728896738196e-15	7.31966291102033e-19
MvSl-1064-A1-R4_A1g00025	MvSl-1064-A1-R4_A1	aMAT	46588	48824	0.053956063229915	1.53669461505305	0.461040980109221	-1.07565363494383	0.00697823887181424	0.380175737856597	0.0591738399843319	0.0144854874523065	0.654315962565466	0.0931719350501944
MvSl-1064-A1-R4_A1g00027	MvSl-1064-A1-R4_A1	aMAT	56765	57706	1.81802097400185	-1.49885095821358	-0.209761133599228	1.28908982461435	7.28324863205232e-05	0.585688544201812	0.000456121466704523	0.000236358873039518	0.811199559960055	0.00119027473557925
MvSl-1064-A1-R4_A1g00028	MvSl-1064-A1-R4_A1	aMAT	59218	59891	3.16226454207646	0.706731406373811	-1.2939977697633	-2.00072917613711	0.0667364892107285	0.000614965793830252	2.60092677299093e-07	0.10558421828554	0.00577845710267304	1.23428522088408e-06
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	60303	60627	4.36433501250253	-2.3860907011655	-3.41072583491112	-1.02463513374562	1.69204844503095e-13	1.10087134262831e-24	0.000567790254165115	2.38600554623837e-12	1.90914267050541e-22	0.00145592909531055
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60777	61230	7.1120034816851	-2.11961605232752	-2.03578623862265	0.0838298137048691	5.02278911427057e-15	4.75221801138938e-14	0.746016975576294	8.59001217899041e-14	3.05036850925871e-12	0.799563894998555
